ranking,score,aid,bvid,cid,title,uploader,play,like,coin,star,cover_url,pubtime,k,o_title
1894,0,522945892,BV1EM41187pX,970614940,坐下,芝士次元枫,3,0,0,0,http://i1.hdslb.com/bfs/archive/446bfb0fb9c51954fcff1d4c0a045ecea6339c03.jpg,2023/1/18 2:05,1,坐下
1895,0,735422686,BV12D4y1H79D,970609816,改革春风吹满地的买瓜强,尘明的小刀,5,1,0,0,http://i2.hdslb.com/bfs/archive/4746b5ace0d95bc54e3148449fa267b96209509f.jpg,2023/1/18 1:57,1,改革春风吹满地的买瓜强
1896,0,392998190,BV1vd4y1V72X,970585976,这绝对是全b站最阴间的直播间,飙屎哥,113,5,0,0,http://i0.hdslb.com/bfs/archive/89db63d5c0e00852537d2b5530911bfedf71bb79.jpg,2023/1/18 1:54,1,这绝对是全b站最阴间的直播间
1897,0,905412687,BV1AP4y1C7VK,970601221,离去的人,可爱甘雨的姐姐,2,1,0,0,http://i2.hdslb.com/bfs/archive/0e97fcc2a34742cd1f22ca44acd7057b08b609ce.jpg,2023/1/18 1:41,1,离去的人
1898,0,222917089,BV1a8411A7LS,970588928,“ 我 是 一 个 练 习 时 长 两 年 半 的 个 人 练 习 生 ”,愚者军师,11,3,0,0,http://i1.hdslb.com/bfs/archive/56d6654e7998bbab447beb802abbcc6e2127632a.jpg,2023/1/18 1:20,1,“ 我 是 一 个 练 习 时 长 两 年 半 的 个 人 练 习 生 ”
1899,0,350427309,BV14R4y1e7iM,970586392,男子为配音，却当场破防,硬质塑料,98,5,4,1,http://i0.hdslb.com/bfs/archive/1c9a78b6de83d5cea7d832e8940a24e3c687ce1b.jpg,2023/1/18 1:10,1,男子为配音，却当场破防
1900,0,477880454,BV1uK411y71u,970557897,1.17打包35不包福袋,Amel_呱呱,3,0,0,0,http://i2.hdslb.com/bfs/archive/70facc469d877921766efac508af2c7950754878.jpg,2023/1/18 1:09,1,1.17打包35不包福袋
1901,0,435378371,BV1i3411Z78C,970408498,好人就得让人拿枪指着？,请叫我黎如茵,4,1,0,0,http://i2.hdslb.com/bfs/archive/94f3a68f70bd6602bdcf795005b9152dcf165fac.jpg,2023/1/18 1:01,1,好人就得让人拿枪指着？
1902,0,947875104,BV1fW4y137Wf,970570007,简简单单整个烂活（简介写的真好）,稻妻人工智能之母,28,2,0,0,http://i1.hdslb.com/bfs/archive/2636c6fa4743dc4ebafe08a6e9be0cff7e7f98b1.jpg,2023/1/18 0:54,1,简简单单整个烂活（简介写的真好）
1903,0,905403647,BV1mP4y1k7Xp,970541438,【小潮tEam土味】你们两个再不更新就把你们的脸丢光！（不是黑粉）小傲小潮发疯一分钟⁾,昳藺yilin,129,15,2,1,http://i2.hdslb.com/bfs/archive/3f3379bc2887623648e3ed77b8dd68769a9b56d2.jpg,2023/1/18 0:43,1,【小潮tEam土味】你们两个再不更新就把你们的脸丢光！（不是黑粉）小傲小潮发疯一分钟⁾
1904,0,820498943,BV1YG4y1w7EY,970550139,剑魔倾情演唱《夺命十三枪》,鸢_离_,65,7,6,1,http://i0.hdslb.com/bfs/archive/0a105e39491d7790106ac49041c96cd8c8d0dc28.jpg,2023/1/18 0:33,1,剑魔倾情演唱《夺命十三枪》
1905,0,565384367,BV1bv4y11711,970532423,你在剪一种很新的东西（1）,暗黑元素周期表顺口溜,33,7,2,1,http://i0.hdslb.com/bfs/archive/4be1cd2f45e3f8e7c156ba37784f4c1f2b6d0f10.jpg,2023/1/18 0:15,1,你在剪一种很新的东西（1）
1906,0,692930817,BV1t24y1h75w,970526762,零元购之可爱的羊巴鲁,一只路过的二刺猿qvq,34,3,0,0,http://i1.hdslb.com/bfs/archive/3f18e0ec44c21f065ef872d79db098bd2725e475.jpg,2023/1/18 0:15,1,零元购之可爱的羊巴鲁
1907,0,607972147,BV1i84y1b7Kj,970533174,小 黑 芝 麻,真的非真的非真的非,64,4,0,0,http://i1.hdslb.com/bfs/archive/414cba2fa456fdf5e602f66bd28d55dadfc11b72.jpg,2023/1/18 0:12,1,小 黑 芝 麻
1908,0,477981703,BV1ZK411r75S,970523201,2.02E+11,辰龙庄,33,2,0,0,http://i0.hdslb.com/bfs/archive/9d132da43f2f9a5121f1bfc9ccb95f0a9318fa10.jpg,2023/1/18 0:04,1,2.02E+11
1909,0,435458159,BV1h3411d7Wz,969911562,当老师不看B站,一个小kunkun,8,0,0,0,http://i0.hdslb.com/bfs/archive/55d1d5fdf61d997ba5c148b601ffc400a52e380e.jpg,2023/1/18 0:00,1,当老师不看B站
1910,0,607958448,BV1k84y1b7EA,970507767,如果疯狂的是你呢？,屍罧,50,8,0,0,http://i2.hdslb.com/bfs/archive/d5133cfb61958e7db371e65bcfdf40e8c16d4a60.jpg,2023/1/17 23:50,1,如果疯狂的是你呢？
1911,0,607996052,BV1C84y1b7MT,970560869,克林祝大家新年快乐,爱睡觉的盒饭,192,41,0,7,http://i0.hdslb.com/bfs/archive/8263ead8023971c8acb6627ebcb25223ca38357b.jpg,2023/1/17 23:50,1,克林祝大家新年快乐
1912,0,862909040,BV1eG4y1C7gJ,970505435,武家坡2021,屍罧,16,1,0,0,http://i2.hdslb.com/bfs/archive/9883a2380c2ae3c2f9eba8a045fb744d0625918c.jpg,2023/1/17 23:49,1,武家坡2021
1913,0,650479415,BV1hY4y1Z7Lm,971075369,赐 你 一 副 好 拐,禾遥遥遥,859,54,8,14,http://i2.hdslb.com/bfs/archive/38c64dd0523593305785d705333d9c3952b4bc8f.jpg,2023/1/17 23:48,1,赐 你 一 副 好 拐
1914,0,477939187,BV11K411r7k5,970491573,⚡本草纲目⚡但是刘华强,法法玩游戏,69,5,0,1,http://i2.hdslb.com/bfs/archive/5ace32e8681563a7ffbcc1928413129f356aa329.jpg,2023/1/17 23:45,1,⚡️本草纲目⚡️但是刘华强
1915,0,392903109,BV1md4y1L7XF,969962548,刘 皇 叔 鬼 畜 R a p,应猹,9,3,1,1,http://i2.hdslb.com/bfs/archive/7655e35d59ae3e43eb83e113731927a846649ec0.jpg,2023/1/17 23:45,1,刘 皇 叔 鬼 畜 R a p
1916,0,307932402,BV16A411o7Ao,970495785,原神角色鬼畜太可爱了，下次继续努力,可可爱喵呜,4471,75,0,0,http://i1.hdslb.com/bfs/archive/19ec77028b97887bb0771850498573bf3529c1c7.jpg,2023/1/17 23:42,1,原神角色鬼畜太可爱了，下次继续努力
1917,0,265425648,BV1oY41197cH,970485054,原神可莉也要用炸弹来帮你哦,无家可归的兔兔,3315,14,0,1,http://i1.hdslb.com/bfs/archive/f6974d3a4a27392060d76c17c4f8a8886c85b114.jpg,2023/1/17 23:31,1,原神可莉也要用炸弹来帮你哦
1918,0,565450010,BV1Mv4y1C7bf,970467757,小可莉造反记（丽莎）,雪知寒缀,81,12,1,1,http://i1.hdslb.com/bfs/archive/9e87b0b407c1a8afad17fcc5279f521a77ec7d67.jpg,2023/1/17 23:19,1,小可莉造反记（丽莎）
1919,0,392926104,BV1dd4y1L7o8,970472372,原神刻晴鬼畜精装,不会剪视频的Rachel,4985,47,0,0,http://i2.hdslb.com/bfs/archive/3c5a57861c6aa3f15f8d8e6e16e97b225aaac947.jpg,2023/1/17 23:18,1,原神刻晴鬼畜精装
1920,0,735467655,BV1DD4y1H7vG,970461162,接着奏乐接着舞 ver.三体,昵称名称过长,143,11,2,1,http://i2.hdslb.com/bfs/archive/efc6a1effd5138161b64fa131beefa50a6e28224.jpg,2023/1/17 23:12,1,接着奏乐接着舞 ver.三体
1921,0,735375284,BV1HD4y1H78D,970440228,本来挺喜欢卢本伟的……,BORED法科油,339,36,2,7,http://i0.hdslb.com/bfs/archive/cd727a2f32377311dcc6b288da2a2770484f58b4.jpg,2023/1/17 23:10,1,本来挺喜欢卢本伟的……
1922,0,692940445,BV1824y1h7Wb,970449335,鸡你太美，但是是叮叮当当（看简介）,我叫哦我咯,119,11,2,2,http://i2.hdslb.com/bfs/archive/ea7f606d96950649ce505e8194edc94a4e378643.jpg,2023/1/17 23:06,1,鸡你太美，但是是叮叮当当（看简介）
1923,0,522935290,BV1PM41187m8,970443392,【原神】Flower Dance（2nd Edition）,xiangyu_0515,29,2,0,0,http://i0.hdslb.com/bfs/archive/da00617c8fcf02ad6760fe7c873a8a1303625e01.jpg,2023/1/17 23:05,1,【原神】Flower Dance（2nd Edition）
1924,0,435445033,BV153411d7ZC,970439897,《因为痛失老马而悲伤的艳后》,我叫小白李,3244,217,34,43,http://i0.hdslb.com/bfs/archive/eb8a3b866ee97daf4bf526a79b82e43b0e76d2cf.jpg,2023/1/17 22:58,1,《因为痛失老马而悲伤的艳后》
1925,0,735475219,BV19D4y1H78m,969939588,日内瓦退钱三分钟,苏卡不列的普通开心酱,49,5,0,0,http://i2.hdslb.com/bfs/archive/ddb361dc6020aa61ad115b9f96b70ddbc27e6e58.jpg,2023/1/17 22:57,1,日内瓦退钱三分钟
1926,0,565469199,BV1Nv4y1C7Pr,970387430,当我把自己剪的学院拜年视频倒放一遍,qdtb,46,6,0,1,http://i0.hdslb.com/bfs/archive/6cab094617dc5cab063160f03d52d937560e942a.jpg,2023/1/17 22:55,1,当我把自己剪的学院拜年视频倒放一遍
1927,0,480437892,BV1qT411m7Cy,970438104,训狗大师～野原新之助！！！！,王小七的日常,85,8,4,0,http://i0.hdslb.com/bfs/archive/9f011a4765a3449b47f4a3ca11642d932d874b95.jpg,2023/1/17 22:52,1,训狗大师～野原新之助！！！！
1928,0,522975352,BV1jM411872k,970437329,焯    燃   答    辩,homo特有的剪辑,351,74,3,9,http://i2.hdslb.com/bfs/archive/3419c60b3e7dc8164c956eab9bf070c0a26e174e.jpg,2023/1/17 22:48,1,焯    燃   答    辩
1929,0,435476209,BV1x3411d7JZ,970429644,鬼畜桉桉,一鹿彤行门失士,2,0,0,0,http://i0.hdslb.com/bfs/archive/ca8a681c0c32fa94719a6a8108ba3fdccb0eba1c.jpg,2023/1/17 22:47,1,鬼畜桉桉
1930,0,692959261,BV1224y1h7sv,970426638,大威天龙😜,bili_91722261144,5,1,0,0,http://i0.hdslb.com/bfs/archive/3a7d5c83e72d5ee8b0143b1655f76aacee004e2a.jpg,2023/1/17 22:45,1,大威天龙😜
1931,0,862999376,BV1NG4y1X7v3,970423304,搞笑,夏小紫2,1,0,0,0,http://i0.hdslb.com/bfs/archive/3bbe939bfd813618017425d93b15ae1aa56903e2.jpg,2023/1/17 22:40,1,搞笑
1932,0,435458387,BV1h3411d7tE,970415415,面对奢华餐饮而不知所措的红海军两人,GNK48-这是烤鸭,471,32,6,9,http://i1.hdslb.com/bfs/archive/97d3aa5b9ba48fa7081ec67fb32fc95f80446556.jpg,2023/1/17 22:39,1,面对奢华餐饮而不知所措的红海军两人
1933,0,820499139,BV1YG4y1w7p1,970412368,兔年大吉，万事如意,小亲斤石,8,2,0,0,http://i1.hdslb.com/bfs/archive/0f293ffe6bd990272152eadbad382a211e20ecf4.jpg,2023/1/17 22:33,1,兔年大吉，万事如意
1934,0,777978685,BV1q14y1M7Lj,970404475,当你阳了之后玩MC,源橙b,17,3,0,0,http://i2.hdslb.com/bfs/archive/bff67eebe9090b4be5fe1a75a9f4ec7b140dedb8.jpg,2023/1/17 22:27,1,当你阳了之后玩MC
1935,0,820425228,BV1nG4y1w7LD,970394071,有一说一，这段还挺好听哈哈哈哈哈有点上头,宣三,158,11,6,2,http://i2.hdslb.com/bfs/archive/2b43e321d300fa6b3539c3381b3b259217a28c9e.jpg,2023/1/17 22:23,1,有一说一，这段还挺好听哈哈哈哈哈有点上头
1936,0,565440700,BV1qv4y117HR,970397502,我终于…,勇士的汤神,1,1,0,0,http://i2.hdslb.com/bfs/archive/c26047e6698daec60770259f88a984deec151f62.jpg,2023/1/17 22:22,1,我终于…
1937,0,905454562,BV1eP4y167ya,970396322,穿山甲,蝴某,33,5,0,0,http://i0.hdslb.com/bfs/archive/ebd46b46ba6cf33f4931f542956b56b90beb7dbd.jpg,2023/1/17 22:21,1,穿山甲
1938,0,222987296,BV1A8411P7pi,970393495,[单位转换]真IKUN必修一：一坤年等于多少年？,XHCinfoG_Adm,44,3,0,0,http://i2.hdslb.com/bfs/archive/52d6d543a50d609667afe3172bf2b97cb12d0967.jpg,2023/1/17 22:19,1,[单位转换]真IKUN必修一：一坤年等于多少年？
1939,0,947897051,BV1TW4y1G7q1,970394177,这才是傻13该有的答辩！！！！！,猿某某某人,20,2,1,1,http://i1.hdslb.com/bfs/archive/d05a948b8b73678c06f875d4d8aa89a73ad650e7.jpg,2023/1/17 22:19,1,这才是傻13该有的答辩！！！！！
1940,0,990428003,BV14x4y1u7ZM,970390612,【鬼畜RAP】新华强买瓜,瞳红一此刻,112,8,2,1,http://i1.hdslb.com/bfs/archive/634b7b058609b8a575a443fab3291f23a0a0ddf9.jpg,2023/1/17 22:18,1,【鬼畜RAP】新华强买瓜
1941,0,650494631,BV1xY4y1Z7vq,970389134,R星出品，必属精品,这里是槃子不是盘子,78,4,2,2,http://i0.hdslb.com/bfs/archive/192bd371e511107ebab42a9f6a669948fa5b91b3.jpg,2023/1/17 22:17,1,R星出品，必属精品
1942,0,522916804,BV1gM41187jL,970363926,《杀了我》，《柔弱的女子》，《我还不想死》，哈哈哈笑死我了，书名叫《我的命，都给你》，在番茄小说上，这一上可能是我一年的快乐源泉了评论区可搞笑了,芳树无人花白落,126,1,0,0,http://i1.hdslb.com/bfs/archive/fb04379ce0978177e8a343573d9143d0474df5f3.jpg,2023/1/17 22:15,1,《杀了我》，《柔弱的女子》，《我还不想死》，哈哈哈笑死我了，书名叫《我的命，都给你》，在番茄小说上，这一上可能是我一年的快乐源泉了评论区可搞笑了
1943,0,905381444,BV1XP4y1k7J8,970391331,【用鬼畜的方式打开原神】可莉,DonTainDyangEz,10689,94,2,52,http://i2.hdslb.com/bfs/archive/64992863860d44b479e175e762142f3d21a15281.jpg,2023/1/17 22:15,1,【用鬼畜的方式打开原神】可莉
1944,0,862927179,BV1UG4y1C7Nv,970371419,⚡您⚡,猫球眼界,125,6,2,0,http://i2.hdslb.com/bfs/archive/fefa536916aedae09e6461e9aa946ff95cac7a64.jpg,2023/1/17 22:14,1,⚡️您⚡️
1945,0,692886423,BV1W24y1h7rY,970389335,用鬼畜的方式打开原神,骁啊玥,10822,85,2,51,http://i0.hdslb.com/bfs/archive/8d67b14b7e845de137a0d04c73b2b94bdf4441f1.jpg,2023/1/17 22:14,1,用鬼畜的方式打开原神
1946,0,777971391,BV1W14y1M7z1,970384692,槐被异种给你发来了寒假安排,不渡_Galaxy,74,10,0,0,http://i0.hdslb.com/bfs/archive/413c73e2defe6d5c0b24015e8f82b1a2445e949c.jpg,2023/1/17 22:13,1,槐被异种给你发来了寒假安排
1947,0,820475493,BV1sG4y1w7S5,970387948,《视频旋转十小时》互粉互赞,钉钉官方帐号,64,19,0,1,http://i0.hdslb.com/bfs/archive/830c55e0302b242fe9bdeb7d1112ed86b29e63ef.jpg,2023/1/17 22:12,1,《视频旋转十小时》互粉互赞
1948,0,820443704,BV15G4y1w7mL,970386681,深情哈哈哈,y很深情,3,1,0,1,http://i0.hdslb.com/bfs/archive/0c5f4438460edcf133ef18e40f80148ddda40777.jpg,2023/1/17 22:12,1,深情哈哈哈
1949,0,480444397,BV1BT411m7W1,970377600,迎面走来的你让我蠢蠢欲动,什么名字都被用了,14,2,0,0,http://i0.hdslb.com/bfs/archive/6e9f23ed86c2649be3a1fcab7c8c1ef44dde49f2.jpg,2023/1/17 22:11,1,迎面走来的你让我蠢蠢欲动
1950,0,392940319,BV1Sd4y1L77E,970372462,原本还挺喜欢三体的,心信xin,336,25,0,1,http://i0.hdslb.com/bfs/archive/20e37bfc24f83b2d8d2f6d181550d9d9f746f4f9.jpg,2023/1/17 22:11,1,原本还挺喜欢三体的
1951,0,777969918,BV1W14y1M7m8,972762998,[文艺复兴/鬼畜]狂浪。,黄石卷毛喵,46,1,0,0,http://i1.hdslb.com/bfs/archive/3c5d3e36f7079240be08258aa18b57f4cf31b834.jpg,2023/1/17 22:10,1,[文艺复兴/鬼畜]狂浪。
1952,0,735388433,BV1BD4y1H7AS,970372525,跳伞1：06，好臭的硬币数量（警撅）,SZG_Jason,71,7,1,0,http://i2.hdslb.com/bfs/archive/b0f5b4b69721781ccce5b878257fdf68cf9f9d07.jpg,2023/1/17 22:10,1,跳伞1：06，好臭的硬币数量（警撅）
1953,0,522887558,BV1cM41187qu,970368571,《 不  要  导  了 》,白鼠wz,2615,60,4,8,http://i2.hdslb.com/bfs/archive/3f1b77af0c70d9b7893d5dc19384769911d9fae2.jpg,2023/1/17 22:05,1,《 不  要  导  了 》
1954,0,650481028,BV18Y4y1Z7tV,970370897,⚡animals⚡［重制版］,魔神羽墨,28,6,0,0,http://i1.hdslb.com/bfs/archive/284e3fb7c20166c4833170720aef37ce29bcceca.jpg,2023/1/17 22:04,1,⚡️animals⚡️［重制版］
1955,0,990485577,BV1yx4y1u7tj,970368052,《三  亻 本》,清蒸烂西瓜,17,2,0,1,http://i2.hdslb.com/bfs/archive/0949a94b153033384f4537aa70b5a494b46ffa44.jpg,2023/1/17 22:02,1,《三  亻 本》
1956,0,350427949,BV14R4y1e7Qv,970368018,⚡ 类 坤 群 星 闪 耀 时 ⚡,无味蒸馏水,84,8,0,1,http://i2.hdslb.com/bfs/archive/62a73960721e9cdf77464f197646dc8eead7b540.jpg,2023/1/17 22:00,1,⚡️ 类 坤 群 星 闪 耀 时 ⚡️
1957,0,565411738,BV1xv4y117de,970312701,水,牧星ai,75,14,10,3,http://i0.hdslb.com/bfs/archive/8e0e1712e39abc3c36e4a05d927e4efcb4fbf5e5.jpg,2023/1/17 21:59,1,水
1958,0,265425655,BV1oY41197cp,970360908,闪击学校,挠帅脚,7,0,0,0,http://i0.hdslb.com/bfs/archive/0e175b48dd5bca2708ed76896cef06c499a1f788.jpg,2023/1/17 21:56,1,闪击学校
1959,0,265439650,BV1SY41197LX,970357855,提前开学是吧 丢光你的脸,云晨洛曦z,20,3,0,1,http://i1.hdslb.com/bfs/archive/0a2269da53b7c3a28f86211c8525680489b9dc38.jpg,2023/1/17 21:54,1,提前开学是吧 丢光你的脸
1960,0,990481423,BV1Cx4y1u7Lm,970358941,你说会不会召唤出神兽？鸡哥,眼中有个那个她,37,0,0,0,http://i1.hdslb.com/bfs/archive/30bfb8afb74f332a8ee73b36676d4cdb5c101c95.jpg,2023/1/17 21:53,1,你说会不会召唤出神兽？鸡哥
1961,0,565492342,BV1nv4y1C7xi,970346563,史强：你刚获得的倒计时？,小星星饿了,360,30,0,0,http://i0.hdslb.com/bfs/archive/49f075584f61bcbd141ae275dcafc5b47560a88b.jpg,2023/1/17 21:51,1,史强：你刚获得的倒计时？
1962,0,307917934,BV14A411o7ED,970607778,这是谁的童年,CrossoverLG,103,10,0,0,http://i2.hdslb.com/bfs/archive/daee535a26c1045e79e8fd6bcddefad61925d7bc.jpg,2023/1/17 21:48,1,这是谁的童年
1963,0,990479905,BV1yx4y1u7wv,970350525,弟弟发疯日常,H啸天H,26,1,0,0,http://i0.hdslb.com/bfs/archive/d383b6e6ba97762571109fe89ada4fb1ecfd8806.jpg,2023/1/17 21:46,1,弟弟发疯日常
1964,0,820385550,BV1TG4y1w7QH,970348000,蔡徐坤打篮球，但是乱剪1,爱实验的先驱,75,7,0,1,http://i2.hdslb.com/bfs/archive/0e518019406b9c4fe723ac6edaa8f20843701bd7.jpg,2023/1/17 21:45,1,蔡徐坤打篮球，但是乱剪1
1965,0,735412076,BV1YD4y1H7b6,970343338,本来挺喜欢内马尔的,比亚迪元,33,1,0,0,http://i0.hdslb.com/bfs/archive/f8db381021ac5169a11c0f56845251e843cf8b50.jpg,2023/1/17 21:41,1,本来挺喜欢内马尔的
1966,0,307985610,BV12A411o7MB,970340513,原神鬼畜创意，打起精神来哦,霓虹灯下Club,8803,58,2,1,http://i1.hdslb.com/bfs/archive/adcaa76aba57f1035f31573eddcb58c5d847684e.jpg,2023/1/17 21:38,1,原神鬼畜创意，打起精神来哦
1967,0,522997084,BV1rM411472B,970337707,格斗玛丽,hyphenchang,1,0,0,0,http://i1.hdslb.com/bfs/archive/a4c8d4712dcb957c0ed027b8edd68497f12a2951.jpg,2023/1/17 21:35,1,格斗玛丽
1968,0,820459560,BV18G4y1w7Lu,970327459,我也不想啊，可是她(˵¯〰¯˵),颜值收集家,52955,6759,160,1390,http://i1.hdslb.com/bfs/archive/4fc1350f7ace60c4ed8687e423a24fdeb653f8a9.jpg,2023/1/17 21:35,1,我也不想啊，可是她(˵¯͒〰¯͒˵)
1969,0,862971284,BV1XG4y1C7cf,970273351,2023新年湿歌会,开团辅658,76,6,0,0,http://i1.hdslb.com/bfs/archive/c1586318f5eaa00ab2effbad9e327317326c9900.jpg,2023/1/17 21:34,1,2023新年湿歌会
1970,0,222980179,BV1S8411A7Q1,970307231,[豪俊金曲]卖报歌,地牢的van才算自由,728,53,14,15,http://i1.hdslb.com/bfs/archive/05cb553b30c47d8c05f65a1de0466f05d08e51a5.jpg,2023/1/17 21:34,1,[豪俊金曲]卖报歌
1971,0,692950569,BV1y24y1h74v,970327621,原神钟离也要玩鬼畜，小伙们您们学会了吗,可可爱喵呜,7108,84,0,4,http://i2.hdslb.com/bfs/archive/62e113dd95347220d00ea2e6c5c829b4ec746067.jpg,2023/1/17 21:30,1,原神钟离也要玩鬼畜，小伙们您们学会了吗
1972,0,947928207,BV1Zs4y147QS,970322019,我穿山甲也不装了,懂事的小红帽,57,9,2,2,http://i2.hdslb.com/bfs/archive/b23450cfa7da5bc4ed6bbc87958c346547a846a5.jpg,2023/1/17 21:29,1,我穿山甲也不装了
1973,0,435419410,BV1U3411Z7UW,970318827,动感scratch猫旋转一坤分.avi但是特效拉满,Always_大阳光,73,6,0,3,http://i2.hdslb.com/bfs/archive/6a5e8c346ac6c2f79f1dff63ca5bb55bbab01755.jpg,2023/1/17 21:28,1,动感scratch猫旋转一坤分.avi但是特效拉满
1974,0,307894048,BV18A411o7Fa,970317987,⚡华强买便⚡,风里爱,110,6,0,0,http://i1.hdslb.com/bfs/archive/6a3eaa6fda91bf6ef38db08f39f7412f94b75596.jpg,2023/1/17 21:26,1,⚡华强买便⚡
1975,0,692879183,BV1324y1h7Vd,970318084,天秀老冯,水莲001,165,8,0,1,http://i1.hdslb.com/bfs/archive/1c216f08073cdcf614966f05818b1bbb4d313ecf.jpg,2023/1/17 21:23,1,天秀老冯
1976,0,435465710,BV1h3411d7ya,970309527,多看几遍防止抑郁，杨迪版本草纲目是什么样子的呢？,selina15937,73,4,0,1,http://i1.hdslb.com/bfs/archive/418d4fa9a7dc1cc9eb6495a5f418b7671cbacec1.jpg,2023/1/17 21:19,1,多看几遍防止抑郁，杨迪版本草纲目是什么样子的呢？
1977,0,990416902,BV1sx4y1u7Ri,970294458,这V影响力榜太臭了（悲）,徐子煜666,4,1,0,0,http://i2.hdslb.com/bfs/archive/8c08c9de55885aa1c1e19360e204014f3b1196cd.jpg,2023/1/17 21:17,1,这V影响力榜太臭了（悲）
1978,0,477983578,BV1FK411k7vN,970307008,华强买瓜鬼畜版,可爱的小尸子,6,2,0,0,http://i2.hdslb.com/bfs/archive/7ac7d9cdea29fcfd56eaa234a17505bb24afd2bd.jpg,2023/1/17 21:16,1,华强买瓜鬼畜版
1979,0,222949254,BV168411A7wB,970289125,【鬼畜】💥Visual Studio💥,动能动量守恒,64,3,2,0,http://i2.hdslb.com/bfs/archive/6cc5dcdb35a0a2d374b000d4d3447ab359338f82.jpg,2023/1/17 21:15,1,【鬼畜】💥Visual Studio💥
1980,0,862963955,BV1SG4y1C7GF,970274915,3,念念love玺,11,1,0,0,http://i0.hdslb.com/bfs/archive/eff8c7f2bf83a92b2e68621d1ba2cf0619fc41ba.jpg,2023/1/17 21:15,1,3
1981,0,435406041,BV113411Z7Jn,970273393,我爱了鬼畜原神,斯卡文大角鼠,2339,2,0,0,http://i2.hdslb.com/bfs/archive/136fd2833a609e597ca61e5ef9b6c0c53d67f40b.jpg,2023/1/17 21:09,1,我爱了鬼畜原神
1982,0,777898411,BV1c14y1M7HC,970295027,当可莉学会了鬼畜会发生了什么,一孖小呆瓜,10441,106,1,6,http://i1.hdslb.com/bfs/archive/58ea1e41bab622c9b8e6678a0e3bc82ec7442654.jpg,2023/1/17 21:09,1,当可莉学会了鬼畜会发生了什么
1983,0,265456409,BV1NY411R7As,970298828,嘿嘿嘿蹦蹦炸弹,ROCEYS,10300,46,0,1,http://i0.hdslb.com/bfs/archive/806c6ba28f60223bc66f0ae601bca1189dc2090c.jpg,2023/1/17 21:08,1,嘿嘿嘿蹦蹦炸弹
1984,0,650478032,BV1hY4y1Z7ny,970292757,原来Teams也是个小黑子,小狐狸在干嘛,18,1,0,0,http://i0.hdslb.com/bfs/archive/2f7e896bc99eb0a7cd77bb103fc32eed437d0754.jpg,2023/1/17 21:07,1,原来Teams也是个小黑子
1985,0,862919257,BV11G4y1C7Ch,970295735,可莉请你帮帮忙,ROCEYS,5040,16,0,0,http://i1.hdslb.com/bfs/archive/4ca315652c11a3169cc314fb02e589d126ac8b62.jpg,2023/1/17 21:06,1,可莉请你帮帮忙
1986,0,777924471,BV1E14y1M7jq,970293381,我自己。,bili_95383031169,2,2,0,0,http://i2.hdslb.com/bfs/archive/56e0f8883a01ab1c70cd870615e3b970b4c389d5.jpg,2023/1/17 21:04,1,我自己。
1987,0,565405903,BV1sv4y1172v,970280617,现在是    RUA牛时间！,kameRidedecade,2,0,0,0,http://i1.hdslb.com/bfs/archive/1ef34ecb04fe953d7b52df65f3c194030404c7c2.jpg,2023/1/17 20:57,1,现在是    RUA牛时间！
1988,0,265482326,BV1PY411R73o,970277308,鬼畜,就到家不喜欢,89,1,0,0,http://i2.hdslb.com/bfs/archive/5ca234b8ffbecaca07e1e985b5e225711b1f1d73.jpg,2023/1/17 20:54,1,鬼畜
1989,0,480488539,BV1wT411U7Jv,970267983,《影 流 之 坤》,佐菲不知道喔,122,9,1,3,http://i2.hdslb.com/bfs/archive/0fa1e0b0671494dcce7e21852d06230bdf6f3bf9.jpg,2023/1/17 20:49,1,《影 流 之 坤》
